ArtNr,Label,Hersteller,Size,Hahnloch,Ueberlauf,Ablage
1441 582.000.000,"Duschenwannenträger Schedel, 900 x 800 x 150 mm, Höhe 305 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 032.000.000,"Duschenwannenträger Schedel, 1100 x 800 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 635.000.000,"Duschenwannenträger Schedel, 800 x 750 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 650.000.000,"Duschenwannenträger Schedel, 1200 x 1000 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 062.000.000,"Duschenwannenträger Schedel, 1800 x 800 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 590.000.000,"Duschenwannenträger Schedel, 900 x 750 x 65 mm, Höhe 170 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 645.000.000,"Duschenwannenträger Schedel, 1100 x 900 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 379.000.000,"Duschenwannenträger Schedel, 1300 x 800 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 613.000.000,"Duschenwannenträger Schedel, 1200 x 700 x 35 mm, Höhe 140 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 346.000.000,"Duschenwannenträger Schedel, 1600 x 1000 x 25 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 020.000.000,"Duschenwannenträger Schedel, 800 x 800 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 640.000.000,"Duschenwannenträger Schedel, 900 x 900 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 329.000.000,"Duschenwannenträger Schedel, 1000 x 700 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 668.000.000,"Duschenwannenträger Schedel, 1700 x 700 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 586.000.000,"Duschenwannenträger Schedel, 1000 x 1000 x 150 mm, Höhe 305 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 639.000.000,"Duschenwannenträger Schedel, 900 x 800 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 397.000.000,"Duschenwannenträger Schedel, 1600 x 1000 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 057.000.000,"Duschenwannenträger Schedel, 1700 x 750 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 364.000.000,"Duschenwannenträger Schedel, 1100 x 700 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 628.000.000,"Duschenwannenträger Schedel, 1200 x 1000 x 65 mm, Höhe 170 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 039.000.000,"Duschenwannenträger Schedel, 1300 x 700 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 637.000.000,"Duschenwannenträger Schedel, 800 x 800 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 673.000.000,"Duschenwannenträger Schedel, 1800 x 800 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 371.000.000,"Duschenwannenträger Schedel, 1200 x 750 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 332.000.000,"Duschenwannenträger Schedel, 1200 x 700 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 682.000.000,"Duschenwannenträger Schedel, 1200 x 750 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 396.000.000,"Duschenwannenträger Schedel, 1600 x 900 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 648.000.000,"Duschenwannenträger Schedel, 1400 x 900 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 666.000.000,"Duschenwannenträger Schedel, 1600 x 900 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 041.000.000,"Duschenwannenträger Schedel, 1300 x 800 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 354.000.000,"Duschenwannenträger Schedel, 800 x 800 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 055.000.000,"Duschenwannenträger Schedel, 1600 x 900 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 356.000.000,"Duschenwannenträger Schedel, 900 x 750 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 642.000.000,"Duschenwannenträger Schedel, 1000 x 900 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 385.000.000,"Duschenwannenträger Schedel, 1400 x 900 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 652.000.000,"Duschenwannenträger Schedel, 1200 x 1200 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 655.000.000,"Duschenwannenträger Schedel, 1400 x 750 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 389.000.000,"Duschenwannenträger Schedel, 1500 x 800 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 054.000.000,"Duschenwannenträger Schedel, 1600 x 800 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 060.000.000,"Duschenwannenträger Schedel, 1800 x 700 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 043.000.000,"Duschenwannenträger Schedel, 1400 x 700 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 672.000.000,"Duschenwannenträger Schedel, 1700 x 1000 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 664.000.000,"Duschenwannenträger Schedel, 1600 x 750 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 402.000.000,"Duschenwannenträger Schedel, 1700 x 1000 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 387.000.000,"Duschenwannenträger Schedel, 1500 x 700 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 401.000.000,"Duschenwannenträger Schedel, 1700 x 900 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 063.000.000,"Duschenwannenträger Schedel, 1800 x 900 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 621.000.000,"Duschenwannenträger Schedel, Eck, 800 x 65 mm, Höhe 170 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 602.000.000,"Duschenwannenträger Schedel, 900 x 750 x 25 mm, Höhe 140 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 382.000.000,"Duschenwannenträger Schedel, 1400 x 700 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 336.000.000,"Duschenwannenträger Schedel, 1300 x 1000 x 25 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 036.000.000,"Duschenwannenträger Schedel, 1200 x 800 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 059.000.000,"Duschenwannenträger Schedel, 1700 x 900 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 339.000.000,"Duschenwannenträger Schedel, 1400 x 1000 x 25 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 638.000.000,"Duschenwannenträger Schedel, 900 x 750 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 388.000.000,"Duschenwannenträger Schedel, 1500 x 750 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 377.000.000,"Duschenwannenträger Schedel, 1300 x 700 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 651.000.000,"Duschenwannenträger Schedel, 1200 x 700 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 617.000.000,"Duschenwannenträger Schedel, 1200 x 1000 x 35 mm, Höhe 140 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 647.000.000,"Duschenwannenträger Schedel, 1200 x 800 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 663.000.000,"Duschenwannenträger Schedel, 1600 x 700 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 661.000.000,"Duschenwannenträger Schedel, 1500 x 900 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 342.000.000,"Duschenwannenträger Schedel, 1500 x 900 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 050.000.000,"Duschenwannenträger Schedel, 1500 x 800 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 030.000.000,"Duschenwannenträger Schedel, 1100 x 700 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 584.000.000,"Duschenwannenträger Schedel, 1000 x 900 x 150 mm, Höhe 305 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 681.000.000,"Duschenwannenträger Schedel, 1000 x 1000 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 341.000.000,"Duschenwannenträger Schedel, 1500 x 800 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 027.000.000,"Duschenwannenträger Schedel, 1000 x 800 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 657.000.000,"Duschenwannenträger Schedel, 1400 x 800 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 644.000.000,"Duschenwannenträger Schedel, 1100 x 900 x 25 mm, Höhe 130 mm, Kaldewei Superplan Classic, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 394.000.000,"Duschenwannenträger Schedel, 1600 x 750 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 328.000.000,"Duschenwannenträger Schedel, 900 x 800 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 333.000.000,"Duschenwannenträger Schedel, 1200 x 1000 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 327.000.000,"Duschenwannenträger Schedel, 900 x 750 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 400.000.000,"Duschenwannenträger Schedel, 1700 x 800 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 678.000.000,"Duschenwannenträger Schedel, 1000 x 750 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 592.000.000,"Duschenwannenträger Schedel, 1000 x 700 x 65 mm, Höhe 170 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 686.000.000,"Duschenwannenträger Schedel, 900 x 800 x 65 mm, Höhe 170 mm, Kaldewei Duschplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 369.000.000,"Duschenwannenträger Schedel, 1100 x 1100 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 351.000.000,"Duschenwannenträger Schedel, 700 x 700 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 031.000.000,"Duschenwannenträger Schedel, 1100 x 750 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 033.000.000,"Duschenwannenträger Schedel, 1100 x 900 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 612.000.000,"Duschenwannenträger Schedel, 1100 x 1000 x 35 mm, Höhe 140 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 608.000.000,"Duschenwannenträger Schedel, 1000 x 900 x 25 mm, Höhe 140 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 042.000.000,"Duschenwannenträger Schedel, 1300 x 900 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 622.000.000,"Duschenwannenträger Schedel, Eck, 900 x 65 mm, Höhe 170 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 683.000.000,"Duschenwannenträger Schedel, 1200 x 800 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 360.000.000,"Duschenwannenträger Schedel, 1000 x 750 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 599.000.000,"Duschenwannenträger Schedel, 1200 x 800 x 65 mm, Höhe 170 mm, Kaldewei Duschplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 352.000.000,"Duschenwannenträger Schedel, 800 x 700 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 601.000.000,"Duschenwannenträger Schedel, 900 x 700 x 25 mm, Höhe 140 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 340.000.000,"Duschenwannenträger Schedel, 1500 x 750 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 605.000.000,"Duschenwannenträger Schedel, 1000 x 700 x 25 mm, Höhe 140 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 393.000.000,"Duschenwannenträger Schedel, 1600 x 700 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 335.000.000,"Duschenwannenträger Schedel, 1300 x 900 x 25 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 334.000.000,"Duschenwannenträger Schedel, 1300 x 800 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 337.000.000,"Duschenwannenträger Schedel, 1400 x 800 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 583.000.000,"Duschenwannenträger Schedel, 1000 x 800 x 150 mm, Höhe 305 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 618.000.000,"Duschenwannenträger Schedel, 1400 x 900 x 35 mm, Höhe 140 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 580.000.000,"Duschenwannenträger Schedel, 900 x 700 x 150 mm, Höhe 305 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 624.000.000,"Duschenwannenträger Schedel, Eck, 800 x 35 mm, Höhe 140 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 625.000.000,"Duschenwannenträger Schedel, Eck, 900 x 35 mm, Höhe 140 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 367.000.000,"Duschenwannenträger Schedel, 1100 x 900 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 045.000.000,"Duschenwannenträger Schedel, 1400 x 800 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 058.000.000,"Duschenwannenträger Schedel, 1700 x 800 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 611.000.000,"Duschenwannenträger Schedel, 1100 x 900 x 35 mm, Höhe 140 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 391.000.000,"Duschenwannenträger Schedel, 1500 x 1000 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 344.000.000,"Duschenwannenträger Schedel, 1600 x 800 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 353.000.000,"Duschenwannenträger Schedel, 800 x 750 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 345.000.000,"Duschenwannenträger Schedel, 1600 x 900 x 25 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 591.000.000,"Duschenwannenträger Schedel, 900 x 800 x 65 mm, Höhe 170 mm, Schmidlin, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Andere,,,,

1441 662.000.000,"Duschenwannenträger Schedel, 1500 x 1000 x 25 mm, Höhe 140 mm, Kaldewei Superplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 026.000.000,"Duschenwannenträger Schedel, 1000 x 750 x 32 mm, Höhe 100 mm, Kaldewei Calima, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 361.000.000,"Duschenwannenträger Schedel, 1000 x 800 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 347.000.000,"Duschenwannenträger Schedel, 1700 x 700 x 18 mm, Höhe 130 mm, Kaldewei Cayonoplan, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 380.000.000,"Duschenwannenträger Schedel, 1300 x 900 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 362.000.000,"Duschenwannenträger Schedel, 1000 x 900 x 20 mm, Höhe 140 mm, Kaldewei Superplan Zero, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Kaldewei,,,,

1441 713.000.000,"Badewannenträger Schedel 1700 x 750 mm, 1700 x 750 mm, Höhe 555 mm, Kaldewei Saniform Plus, Cayono, Laufen Palladium, Moderna Plus mit Fussablauf, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Laufen,,,,

1441 712.000.000,"Badewannenträger Schedel 1700 x 700 mm, 1700 x 700 mm, Höhe 555 mm, Kaldewei Saniform Plus, Plus Star, Cayono, Laufen Palladium, Moderna Plus mit Fussablauf, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1",Laufen,,,,

1441 783.000.000,"Schallschutz- Set Schedel, für Kunststoff Badewannen bis 2000 x 1000 mm, 1 x Glaswollmatte 1200 x 600 mm, 2 x Glaswollmatte 600 x 600 mm, 1 x Vlies 1000 x 400 mm, 1 x Gummigranulatmatte 1000 x 400 mm, 10 x Wandabstandshalter, 10 x Befestigungs- Nägel (zur Montage auf Betonboden)",Andere,,,,

1441 562.000.000,"Badewannenträger Schedel, 1700 x 750 mm, Höhe 570 mm, Schmidlin Purista, Fussteil links, Polystyrol, erfüllt die Anforderungen gemäss der SIA- Norm 271/1 Preisübersicht Unverbindliche Richtpreise Total152'865.00 geschätzte Transportkosten5'961.93 8.1 % MWSt12'864.90 Rundungsdifferenz0.02 Gesamtbetrag inkl. MwSt. in CHF 171'691.85 Preisänderung vorbehalten Unverbindliche Richtpreise Bei den Preisangaben handelt es sich um unverbindliche Richtpreise. Auf diese unverbindlichen Richtpreise gibt Sanitas Troesch den Installateur-Unternehmen individuelle Einkaufsrabatte. Die unverbindlichen Richtpreise sind für Installateur-Unternehmen nicht bindend. Die Installateur-Unternehmen legen die Verkaufspreise an ihre Kunden vollkommen frei und im eigenen Ermessen fest.",Andere,,,,
