Tray ArtNr,Tray Label,Accessory ArtNr,Accessory Label,Category,In Pool
"1311 877.100.000","Duschenwanne Schmidlin Viva, 160 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1311 877.100.000","Duschenwanne Schmidlin Viva, 160 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1435 179.000.000","montagerahmen schmidlin omnia, 160 x 90 cm, für alle schmidlin duschenwannen,","montagerahmen",YES
"1311 877.100.000","Duschenwanne Schmidlin Viva, 160 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1461 008.000.000","zargen-wannendichtband alterna, länge 4,8 m, 3 wannen-eckdichtungen butyl,","dichtband",YES
"1311 877.100.000","Duschenwanne Schmidlin Viva, 160 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1311 698.100.000","ablaufhaube schmidlin zu tempoplex / floor / contura, zu","others",YES
"1311 877.100.000","Duschenwanne Schmidlin Viva, 160 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1461 015.000.000","3 wannen-eckdichtungen 3d alterna, für bodenbündige montage, mit 1","others",YES
"1311 870.100.000","Duschenwanne Schmidlin Viva 130 x 90 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
"1311 870.100.000","Duschenwanne Schmidlin Viva 130 x 90 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1311 870.100.000","Duschenwanne Schmidlin Viva 130 x 90 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1435 162.000.000","montagerahmen schmidlin omnia, 130 x 90 cm, für alle schmidlin duschenwannen,","montagerahmen",YES
"1311 870.100.000","Duschenwanne Schmidlin Viva 130 x 90 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1461 008.000.000","zargen-wannendichtband alterna, länge 4,8 m, 3 wannen-eckdichtungen butyl,","dichtband",YES
"1311 870.100.000","Duschenwanne Schmidlin Viva 130 x 90 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1311 698.100.000","ablaufhaube schmidlin zu tempoplex / floor / contura, zu","others",YES
"1311 870.100.000","Duschenwanne Schmidlin Viva 130 x 90 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1461 015.000.000","3 wannen-eckdichtungen 3d alterna, für bodenbündige montage, mit 1","others",YES
"1311 875.100.000","Duschenwanne Schmidlin Viva, 150 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
"1311 875.100.000","Duschenwanne Schmidlin Viva, 150 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1311 875.100.000","Duschenwanne Schmidlin Viva, 150 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1435 173.000.000","montagerahmen schmidlin omnia, 150 x 90 cm, für alle schmidlin duschenwannen,","montagerahmen",YES
"1311 875.100.000","Duschenwanne Schmidlin Viva, 150 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1435 191.000.000","duschwannen-fussset schmidlin omnia, höhe 4,5 -11 cm, montagehöhe 4,5 - 11","montagerahmen",YES
"1311 875.100.000","Duschenwanne Schmidlin Viva, 150 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1435 192.000.000","duschwannen-fussset schmidlin omnia, höhe 10 - 20 cm, montagehöhe 10 - 20","montagerahmen",YES
"1311 875.100.000","Duschenwanne Schmidlin Viva, 150 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1435 193.000.000","duschwannen-fussset schmidlin omnia, höhe 19 - 33 cm, montagehöhe 19 - 33","montagerahmen",YES
"1311 875.100.000","Duschenwanne Schmidlin Viva, 150 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1461 006.000.000","zargen-wannendichtband alterna, länge 3,8 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1311 875.100.000","Duschenwanne Schmidlin Viva, 150 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1311 698.100.000","ablaufhaube schmidlin zu tempoplex / floor / contura, zu","others",YES
"1311 875.100.000","Duschenwanne Schmidlin Viva, 150 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1311 698.501.000","ablaufhaube schmidlin zu tempoplex / floor/ contura, zu","others",YES
"1311 875.100.000","Duschenwanne Schmidlin Viva, 150 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1461 015.000.000","3 wannen-eckdichtungen 3d alterna, für bodenbündige montage, mit 1","others",YES
"1311 868.100.000","Duschenwanne Schmidlin Viva, 120 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
"1311 868.100.000","Duschenwanne Schmidlin Viva, 120 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1311 868.100.000","Duschenwanne Schmidlin Viva, 120 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1435 155.000.000","montagerahmen schmidlin omnia, 120 x 90 cm, für alle schmidlin duschenwannen,","montagerahmen",YES
"1311 868.100.000","Duschenwanne Schmidlin Viva, 120 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1461 008.000.000","zargen-wannendichtband alterna, länge 4,8 m, 3 wannen-eckdichtungen butyl,","dichtband",YES
"1311 868.100.000","Duschenwanne Schmidlin Viva, 120 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1311 698.100.000","ablaufhaube schmidlin zu tempoplex / floor / contura, zu","others",YES
"1311 868.100.000","Duschenwanne Schmidlin Viva, 120 x 90 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1461 015.000.000","3 wannen-eckdichtungen 3d alterna, für bodenbündige montage, mit 1","others",YES
"1311 878.100.000","Duschenwanne Schmidlin Viva 140 x 80 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
"1311 878.100.000","Duschenwanne Schmidlin Viva 140 x 80 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1311 878.100.000","Duschenwanne Schmidlin Viva 140 x 80 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1435 166.000.000","montagerahmen schmidlin omnia, 140 x 80 cm, für alle schmidlin duschenwannen,","montagerahmen",YES
"1311 878.100.000","Duschenwanne Schmidlin Viva 140 x 80 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1435 191.000.000","duschwannen-fussset schmidlin omnia, höhe 4,5 -11 cm, montagehöhe 4,5 - 11","montagerahmen",YES
"1311 878.100.000","Duschenwanne Schmidlin Viva 140 x 80 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1435 192.000.000","duschwannen-fussset schmidlin omnia, höhe 10 - 20 cm, montagehöhe 10 - 20","montagerahmen",YES
"1311 878.100.000","Duschenwanne Schmidlin Viva 140 x 80 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1435 193.000.000","duschwannen-fussset schmidlin omnia, höhe 19 - 33 cm, montagehöhe 19 - 33","montagerahmen",YES
"1311 878.100.000","Duschenwanne Schmidlin Viva 140 x 80 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1461 004.000.000","zargen-wannendichtband alterna, länge 3,4 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1311 878.100.000","Duschenwanne Schmidlin Viva 140 x 80 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1311 698.100.000","ablaufhaube schmidlin zu tempoplex / floor / contura, zu","others",YES
"1311 878.100.000","Duschenwanne Schmidlin Viva 140 x 80 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1311 698.501.000","ablaufhaube schmidlin zu tempoplex / floor/ contura, zu","others",YES
"1311 878.100.000","Duschenwanne Schmidlin Viva 140 x 80 x 2,5 cm Ablaufloch Ø 90 mm bodenebene Montage Schallisolierung, Stahl Weiss","1461 015.000.000","3 wannen-eckdichtungen 3d alterna, für bodenbündige montage, mit 1","others",YES
"1311 869.100.000","Duschenwanne Schmidlin Viva, 120 x 100 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
"1311 869.100.000","Duschenwanne Schmidlin Viva, 120 x 100 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1311 869.100.000","Duschenwanne Schmidlin Viva, 120 x 100 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1435 157.000.000","montagerahmen schmidlin omnia, 120 x 100 cm, für alle schmidlin","montagerahmen",YES
"1311 869.100.000","Duschenwanne Schmidlin Viva, 120 x 100 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1461 008.000.000","zargen-wannendichtband alterna, länge 4,8 m, 3 wannen-eckdichtungen butyl,","dichtband",YES
"1311 869.100.000","Duschenwanne Schmidlin Viva, 120 x 100 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1311 698.100.000","ablaufhaube schmidlin zu tempoplex / floor / contura, zu","others",YES
"1311 869.100.000","Duschenwanne Schmidlin Viva, 120 x 100 x 2,5 cm, für bodenebene Montage, Ablaufloch Ø 90 mm, Schallisolierung, Stahl Weiss","1461 015.000.000","3 wannen-eckdichtungen 3d alterna, für bodenbündige montage, mit 1","others",YES
"1311 630.100.000","Duschenwanne Schmidlin Floor, 140 x 100 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
"1311 630.100.000","Duschenwanne Schmidlin Floor, 140 x 100 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1311 630.100.000","Duschenwanne Schmidlin Floor, 140 x 100 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1435 168.000.000","montagerahmen schmidlin omnia, 140 x 100 cm, für alle schmidlin","montagerahmen",YES
"1311 630.100.000","Duschenwanne Schmidlin Floor, 140 x 100 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 698.100.000","ablaufhaube schmidlin zu tempoplex / floor / contura, zu","others",YES
"1311 639.100.000","Duschenwanne Schmidlin Floor, 170 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
"1311 639.100.000","Duschenwanne Schmidlin Floor, 170 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1311 639.100.000","Duschenwanne Schmidlin Floor, 170 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1435 183.000.000","montagerahmen schmidlin omnia, 170 x 80 cm, für alle schmidlin duschenwannen,","montagerahmen",YES
"1311 639.100.000","Duschenwanne Schmidlin Floor, 170 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 698.100.000","ablaufhaube schmidlin zu tempoplex / floor / contura, zu","others",YES
"1311 609.100.000","Duschenwanne Schmidlin Floor, 90 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
"1311 609.100.000","Duschenwanne Schmidlin Floor, 90 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1311 609.100.000","Duschenwanne Schmidlin Floor, 90 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1435 113.000.000","montagerahmen schmidlin omnia, 90 x 80 cm, für alle schmidlin duschenwannen,","montagerahmen",YES
"1311 609.100.000","Duschenwanne Schmidlin Floor, 90 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1435 191.000.000","duschwannen-fussset schmidlin omnia, höhe 4,5 -11 cm, montagehöhe 4,5 - 11","montagerahmen",YES
"1311 609.100.000","Duschenwanne Schmidlin Floor, 90 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1435 192.000.000","duschwannen-fussset schmidlin omnia, höhe 10 - 20 cm, montagehöhe 10 - 20","montagerahmen",YES
"1311 609.100.000","Duschenwanne Schmidlin Floor, 90 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1435 193.000.000","duschwannen-fussset schmidlin omnia, höhe 19 - 33 cm, montagehöhe 19 - 33","montagerahmen",YES
"1311 609.100.000","Duschenwanne Schmidlin Floor, 90 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1461 004.000.000","zargen-wannendichtband alterna, länge 3,4 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1311 609.100.000","Duschenwanne Schmidlin Floor, 90 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 698.100.000","ablaufhaube schmidlin zu tempoplex / floor / contura, zu","others",YES
"1311 609.100.000","Duschenwanne Schmidlin Floor, 90 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 698.501.000","ablaufhaube schmidlin zu tempoplex / floor/ contura, zu","others",YES
"1311 609.100.000","Duschenwanne Schmidlin Floor, 90 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1461 015.000.000","3 wannen-eckdichtungen 3d alterna, für bodenbündige montage, mit 1","others",YES
"1311 601.100.000","Duschenwanne Schmidlin Floor, 80 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 699.100.000","","ablaufdeckel",YES
"1311 601.100.000","Duschenwanne Schmidlin Floor, 80 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 701.000.000","","ablaufgarnitur",YES
"1311 601.100.000","Duschenwanne Schmidlin Floor, 80 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1435 105.000.000","","montagerahmen",YES
"1311 618.100.000","Duschenwanne Schmidlin Floor, 110 x 90 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
"1311 618.100.000","Duschenwanne Schmidlin Floor, 110 x 90 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1311 618.100.000","Duschenwanne Schmidlin Floor, 110 x 90 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1435 140.000.000","montagerahmen schmidlin omnia, 110 x 90 cm, für alle schmidlin duschenwannen,","montagerahmen",YES
"1311 618.100.000","Duschenwanne Schmidlin Floor, 110 x 90 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 698.100.000","ablaufhaube schmidlin zu tempoplex / floor / contura, zu","others",YES
"1311 607.100.000","Duschenwanne Schmidlin Floor, 90 x 70 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
"1311 607.100.000","Duschenwanne Schmidlin Floor, 90 x 70 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1311 607.100.000","Duschenwanne Schmidlin Floor, 90 x 70 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1435 111.000.000","montagerahmen schmidlin omnia, 90 x 70 cm, für alle schmidlin duschenwannen,","montagerahmen",YES
"1311 607.100.000","Duschenwanne Schmidlin Floor, 90 x 70 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 698.100.000","ablaufhaube schmidlin zu tempoplex / floor / contura, zu","others",YES
"1311 612.100.000","Duschenwanne Schmidlin Floor, 100 x 100 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
"1311 612.100.000","Duschenwanne Schmidlin Floor, 100 x 100 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1311 612.100.000","Duschenwanne Schmidlin Floor, 100 x 100 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1435 128.000.000","montagerahmen schmidlin omnia, 100 x 100 cm, für alle schmidlin","montagerahmen",YES
"1311 612.100.000","Duschenwanne Schmidlin Floor, 100 x 100 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 698.100.000","ablaufhaube schmidlin zu tempoplex / floor / contura, zu","others",YES
"1311 628.100.000","Duschenwanne Schmidlin Floor, 140 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
"1311 628.100.000","Duschenwanne Schmidlin Floor, 140 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
"1311 628.100.000","Duschenwanne Schmidlin Floor, 140 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1435 166.000.000","montagerahmen schmidlin omnia, 140 x 80 cm, für alle schmidlin duschenwannen,","montagerahmen",YES
"1311 628.100.000","Duschenwanne Schmidlin Floor, 140 x 80 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 698.100.000","ablaufhaube schmidlin zu tempoplex / floor / contura, zu","others",YES
"1311 608.100.000","Duschenwanne Schmidlin Floor, 90 x 75 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 699.100.000","ablaufdeckel schmidlin 90, ohne ablaufgarnitur, stahl, emailliert, zu","ablaufdeckel",YES
"1311 608.100.000","Duschenwanne Schmidlin Floor, 90 x 75 x 2,5 cm, bodenebene Montage, Schallisolierung, Stahl, Ablaufloch Ø 90 mm Weiss","1311 701.000.000","ablaufgarnitur schmidlin flow 50, ø 90 mm, ablaufleistung 0,55 l/s, ohne","ablaufgarnitur",YES
